錯誤字,錯誤搭配,正確搭配,此錯誤-正確搭配總錯誤次數,此錯誤-正確總錯誤次數,此搭配詞,此搭配詞分類,此錯誤正確累積此分類錯誤總次數,此錯誤正確累積此搭配詞分類唯一次數,此錯誤總次次數
american,american man,old man,1,1,man,Indoor Games,1,1,81
american,american man,old man,1,1,man,Shipping,1,1,81
shine,shine day,sunny day,2,4,day,Periods of Time and their Measurement,2,1,28
shine,shine motorbike,shiny motorbike,1,6,motorbike,Vehicles and Transport on Land,2,2,28
shine,shine decoration,shiny decoration,1,6,decoration,Furniture and Household Fittings,1,1,28
shine,shine bicycle,shiny bicycle,1,6,bicycle,"Moving, Coming, and going",1,1,28
shine,shine bicycle,shiny bicycle,1,6,bicycle,Vehicles and Transport on Land,2,2,28
shine,shine warm,sunshine warm,1,11,warm,Friendship and Enmity,1,1,28
shine,shine warm,sunshine warm,1,11,warm,Weather and Temperature,1,1,28
shine,shine good,singer good,1,1,good,Good and Evil,1,1,28
shine,shine good,singer good,1,1,good,Knowing and Learning,1,1,28
shine,shine good,singer good,1,1,good,Weather and Temperature,1,1,28
system,system various,engine various,1,5,various,"Resemblance, Difference, and Change",1,1,16
system,system more,feature more,1,1,more,"Size, Importance, and Availability",1,1,16
system,system favourite,field favourite,1,1,favourite,Linking and Not Linking,1,1,16
system,system favourite,field favourite,1,1,favourite,Sports and Games Generally,1,1,16
unuseful,unuseful knowledge,useless knowledge,1,8,knowledge,Knowing and Learning,1,1,8
unuseful,unuseful inconvenience,useless inconvenience,1,8,inconvenience,misc-ap-0,1,1,8
intensely,intensely shocked,incredibly shocked,2,2,shocked,misc-ap-0,2,1,5
intensely,intensely believe,really believe,1,2,believe,"Thinking, Judging and Remembering-",1,1,5
intensely,intensely happy,really happy,1,2,happy,Happiness and Sadness,1,1,5
intensely,intensely live,vigorously live,4,1,live,Life and Living Things,4,1,5
intensely,intensely live,vigorously live,4,1,live,Residence,4,1,5
intensely,intensely live,vigorously live,4,1,live,Electricity and Electrical Equipment,4,1,5
town,town small,town small,1,2,small,"Size, Importance, and Availability",1,1,12
lesponce,lesponce comfortable,silence comfortable,1,1,comfortable,"Relaxation, Excitement, Interest, and Surprise",1,1,1
lesponce,lesponce comfortable,silence comfortable,1,1,comfortable,"Banking, Wealth, and Investment",1,1,1
lesponce,lesponce comfortable,silence comfortable,1,1,comfortable,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",1,1,1
sharp,sharp execute,sharply execute,1,6,execute,Prison and Punishment,1,1,9
sharp,sharp execute,sharply execute,1,6,execute,Doing Things,1,1,9
sharp,sharp drop,sharply drop,3,6,drop,Actions and Positions,4,2,9
sharp,sharp drop,sharply drop,3,6,drop,Objects Generally,3,1,9
sharp,sharp look,sharply look,2,6,look,The Head and the Face,2,1,9
sharp,sharp look,sharply look,2,6,look,"Being, Becoming, and Happening",2,1,9
sharp,sharp rise,sharply rise,1,6,rise,Political Tension and Trouble,1,1,9
sharp,sharp rise,sharply rise,1,6,rise,Money,1,1,9
sharp,sharp rise,sharply rise,1,6,rise,Periods of Time and their Measurement,1,1,9
sharp,sharp rise,sharply rise,1,6,rise,Actions and Positions,4,2,9
sharp,sharp opinion,critical opinion,1,1,opinion,"Thinking, Judging and Remembering-",1,1,9
sharp,sharp focus,intensive focus,1,1,focus,"Rightness, Fairness, Purpose, Use, & Strength",1,1,9
overseas,overseas language,foreign language,1,4,language,misc-ap-0,3,2,4
overseas,overseas drama,foreign drama,1,4,drama,"Drama, the Theatre, and Show Business",1,1,4
overseas,overseas music,foreign music,2,4,music,misc-ap-0,3,2,4
singer,singer famous,singer famous,1,2,famous,"Thinking, Judging and Remembering-",1,1,9
singer,singer japanese,singer japanese,1,2,japanese,misc-ap-0,1,1,9
singer,singer great,singer great,1,2,great,Good and Evil,1,1,9
singer,singer great,singer great,1,2,great,"Size, Importance, and Availability",1,1,9
charge,charge expensive,price expensive,1,4,expensive,Shopping and General Expenses,1,1,32
charge,charge total,cost total,1,6,total,Mathematics,1,1,32
charge,charge total,cost total,1,6,total,Numbers and Quantities,1,1,32
charge,charge total,cost total,1,6,total,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",1,1,32
charge,charge room,heat room,1,1,room,Parts of Houses,1,1,32
charge,charge room,heat room,1,1,room,Travel and Visiting,1,1,32
charge,charge room,heat room,1,1,room,Places,1,1,32
charge,charge user,uncharged user,1,1,user,misc-ap-0,1,1,32
minute,minute short,minute short,1,25,short,"Banking, Wealth, and Investment",1,1,34
minute,minute short,minute short,1,25,short,"Size, Importance, and Availability",1,1,34
minute,minute short,minute short,1,25,short,Time Generally,1,1,34
minute,minute short,minute short,1,25,short,Actions and Positions,1,1,34
minute,minute extra,time extra,1,1,extra,misc-ap-0,1,1,34
business man,business man japanese,businessman japanese,4,18,japanese,misc-ap-0,4,1,18
business man,business man many,businessman many,3,18,many,"Size, Importance, and Availability",3,1,18
business man,business man dull,businessman dull,1,18,dull,"Bodily Conditions Relating to Health, Sickness, and Disability",1,1,18
business man,business man dull,businessman dull,1,18,dull,Light and Color,1,1,18
business man,business man dull,businessman dull,1,18,dull,Weather and Temperature,1,1,18
business man,business man real,businessman real,1,18,real,Making things,1,1,18
business man,business man real,businessman real,1,18,real,"Being, Becoming, and Happening",1,1,18
day time,day time few,days'time few,2,4,few,"Size, Importance, and Availability",2,1,6
everytime,everytime arrive,everywhere arrive,1,1,arrive,"Moving, Coming, and going",1,1,26
everytime,everytime think,always think,1,14,think,"Thinking, Judging and Remembering-",1,1,26
everytime,everytime say,always say,2,14,say,"Communicating, mainly by Speaking and Talking",3,2,26
everytime,everytime learn,always learn,1,14,learn,Knowing and Learning,1,1,26
everytime,everytime be,always be,3,14,be,Life and Living Things,5,2,26
everytime,everytime be,always be,3,14,be,"Being, Becoming, and Happening",3,1,26
everytime,everytime be,always be,3,14,be,"Belonging and Owning, Getting and Giving",5,3,26
everytime,everytime be,always be,3,14,be,Causing,5,2,26
everytime,everytime complain,always complain,1,14,complain,"Communicating, mainly by Speaking and Talking",3,2,26
everytime,everytime calculate,always calculate,1,14,calculate,Mathematics,3,2,26
everytime,everytime stand,always stand,1,14,stand,Politics and Election,1,1,26
everytime,everytime stand,always stand,1,14,stand,Feeling and Behavior Generally,2,2,26
everytime,everytime stand,always stand,1,14,stand,Actions and Positions,1,1,26
everytime,everytime stand,always stand,1,14,stand,Electricity and Electrical Equipment,1,1,26
everytime,everytime take,always take,1,14,take,"Warfare, Defense, and the Army",1,1,26
everytime,everytime take,always take,1,14,take,"Belonging and Owning, Getting and Giving",5,3,26
everytime,everytime take,always take,1,14,take,Food Generally,1,1,26
everytime,everytime take,always take,1,14,take,Feeling and Behavior Generally,2,2,26
everytime,everytime take,always take,1,14,take,Indoor Games,2,2,26
everytime,everytime take,always take,1,14,take,"Putting and Taking, Pulling and Pushing",1,1,26
everytime,everytime take,always take,1,14,take,Commerce,1,1,26
everytime,everytime thank,always thank,1,14,thank,Happiness and Sadness,1,1,26
everytime,everytime try,always try,1,14,try,Courts of Law and Legal Work,1,1,26
everytime,everytime try,always try,1,14,try,"Anger, Violence, Stress, Calm, Quietness",1,1,26
everytime,everytime try,always try,1,14,try,Science and Technology,1,1,26
everytime,everytime try,always try,1,14,try,Doing Things,1,1,26
everytime,everytime hold,always hold,1,14,hold,"Belonging and Owning, Getting and Giving",5,3,26
everytime,everytime hold,always hold,1,14,hold,Substances and MaterialsGenerally,1,1,26
everytime,everytime hold,always hold,1,14,hold,Travel and Visiting,1,1,26
everytime,everytime hold,always hold,1,14,hold,Indoor Games,2,2,26
everytime,everytime make,always make,2,14,make,"Courting, Sex, and Marriage",2,1,26
everytime,everytime make,always make,2,14,make,The Preparation and Quality of Food,2,1,26
everytime,everytime make,always make,2,14,make,Making things,2,1,26
everytime,everytime make,always make,2,14,make,Causing,5,2,26
everytime,everytime make,always make,2,14,make,Mathematics,3,2,26
everytime,everytime make,always make,2,14,make,Life and Living Things,5,2,26
everytime,everytime do,sometimes do,1,2,do,misc-ap-0,1,1,26
everytime,everytime work,sometimes work,1,2,work,Industry and Work,1,1,26
everytime,everytime work,sometimes work,1,2,work,"Business, Work, and Employment",1,1,26
everytime,everytime work,sometimes work,1,2,work,Doing Things,1,1,26
everytime,everytime thank,again thank,1,1,thank,Happiness and Sadness,1,1,26
sweat,sweat japanese,sweet japanese,1,7,japanese,misc-ap-0,1,1,40
sweat,sweat drink,sweet drink,1,7,drink,Food Generally,1,1,40
sweat,sweat behaviour,sweet behaviour,1,7,behaviour,Feeling and Behavior Generally,1,1,40
sweat,sweat behaviour,sweet behaviour,1,7,behaviour,Doing Things,1,1,40
strate,strate good,start good,1,1,good,Good and Evil,1,1,1
strate,strate good,start good,1,1,good,Knowing and Learning,1,1,1
strate,strate good,start good,1,1,good,Weather and Temperature,1,1,1
soft,soft annoying,software annoying,1,4,annoying,"Anger, Violence, Stress, Calm, Quietness",1,1,12
soft,soft rental,ticket rental,1,2,rental,Commerce,1,1,12
soft,soft difficult,soundtrack difficult,1,1,difficult,Friendship and Enmity,1,1,12
soft,soft difficult,soundtrack difficult,1,1,difficult,"General, Usual, Unusual, etc",1,1,12
soft,soft skill,communicative skill,3,1,skill,Knowing and Learning,3,1,12
soft,soft pillow,plush pillow,1,1,pillow,Furniture and Household Fittings,1,1,12
usually,usually day,normal day,1,3,day,Periods of Time and their Measurement,1,1,46
usually,usually image,normal image,1,3,image,Arts and Crafts,1,1,46
usually,usually one,normal one,1,3,one,General Grammatical Words,1,1,46
usually,usually one,normal one,1,3,one,Numbers and Quantities,1,1,46
usually,usually word,common word,1,1,word,"Communicating, mainly by Speaking and Talking",1,1,46
usually,usually word,common word,1,1,word,Communication and Information,1,1,46
usually,usually word,common word,1,1,word,Language,1,1,46
usually,usually browse,often browse,1,1,browse,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",1,1,46
usually,usually say,usually say,1,1,say,"Communicating, mainly by Speaking and Talking",1,1,46
usually,usually taste,unusual taste,1,1,taste,misc-ap-0,1,1,46
usually,usually food,ordinary food,1,1,food,Food Generally,1,1,46
usually,usually commemorate,typically commemorate,2,35,commemorate,misc-ap-0,14,8,46
usually,usually opt,typically opt,1,35,opt,misc-ap-0,14,8,46
usually,usually enjoy,typically enjoy,1,35,enjoy,Feeling and Behavior Generally,1,1,46
usually,usually engage,typically engage,5,35,engage,"Warfare, Defense, and the Army",5,1,46
usually,usually use,typically use,8,35,use,Making things,11,3,46
usually,usually use,typically use,8,35,use,"Rightness, Fairness, Purpose, Use, & Strength",8,1,46
usually,usually celebrate,typically celebrate,1,35,celebrate,Entertainment Generally,1,1,46
usually,usually exercise,typically exercise,11,35,exercise,Sports and Games Generally,11,1,46
usually,usually watch,typically watch,2,35,watch,"Equipment, Machines, and Instruments",2,1,46
usually,usually watch,typically watch,2,35,watch,Periods of Time and their Measurement,3,2,46
usually,usually watch,typically watch,2,35,watch,"Cutting, Joining, Breaking, and Destroying",2,1,46
usually,usually employ,typically employ,2,35,employ,Making things,11,3,46
usually,usually partake,typically partake,2,35,partake,misc-ap-0,14,8,46
usually,usually visit,typically visit,1,35,visit,Travel and Visiting,3,2,46
usually,usually prefer,typically prefer,1,35,prefer,Linking and Not Linking,1,1,46
usually,usually allocate,typically allocate,1,35,allocate,"Belonging and Owning, Getting and Giving",3,2,46
usually,usually peruse,typically peruse,2,35,peruse,misc-ap-0,14,8,46
usually,usually rent,typically rent,2,35,rent,Commerce,4,2,46
usually,usually invite,typically invite,2,35,invite,"Communicating, mainly by Speaking and Talking",2,1,46
usually,usually invite,typically invite,2,35,invite,Travel and Visiting,3,2,46
usually,usually socialize,typically socialize,3,35,socialize,misc-ap-0,14,8,46
usually,usually have,typically have,2,35,have,"Courting, Sex, and Marriage",2,1,46
usually,usually have,typically have,2,35,have,"Belonging and Owning, Getting and Giving",3,2,46
usually,usually have,typically have,2,35,have,Commerce,4,2,46
usually,usually have,typically have,2,35,have,Food Generally,2,1,46
usually,usually have,typically have,2,35,have,Causing,2,1,46
usually,usually go,typically go,1,35,go,misc-ap-0,14,8,46
usually,usually utilize,typically utilize,1,35,utilize,Making things,11,3,46
usually,usually read,typically read,2,35,read,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,1,46
usually,usually listen,typically listen,1,35,listen,misc-ap-0,14,8,46
usually,usually hone,typically hone,2,35,hone,misc-ap-0,14,8,46
usually,usually weekend,typically weekend,1,35,weekend,Periods of Time and their Measurement,3,2,46
usually,usually achieve,typically achieve,1,35,achieve,Doing Things,1,1,46
usually,usually use,frequently use,3,1,use,Making things,3,1,46
usually,usually use,frequently use,3,1,use,"Rightness, Fairness, Purpose, Use, & Strength",3,1,46
usually,usually be,generally be,3,1,be,Life and Living Things,3,1,46
usually,usually be,generally be,3,1,be,"Being, Becoming, and Happening",3,1,46
usually,usually be,generally be,3,1,be,"Belonging and Owning, Getting and Giving",3,1,46
usually,usually be,generally be,3,1,be,Causing,3,1,46
vacation,vacation last,time last,1,1,last,Time Generally,2,2,15
vacation,vacation last,time last,1,1,last,Beginning and Ending,1,1,15
vacation,vacation long,time long,1,1,long,Feeling and Behavior Generally,1,1,15
vacation,vacation long,time long,1,1,long,Measurement,1,1,15
vacation,vacation long,time long,1,1,long,Time Generally,2,2,15
vacation,vacation long,time long,1,1,long,Actions and Positions,1,1,15
vacation,vacation last,day last,1,1,last,Time Generally,1,1,15
vacation,vacation last,day last,1,1,last,Beginning and Ending,1,1,15
vacation,vacation begin,early begin,1,1,begin,Beginning and Ending,1,1,15
fry,fry good,friend good,1,26,good,Good and Evil,1,1,31
fry,fry good,friend good,1,26,good,Knowing and Learning,1,1,31
fry,fry good,friend good,1,26,good,Weather and Temperature,1,1,31
style,style western,lifestyle western,1,14,western,misc-ap-0,1,1,46
style,style simple,lifestyle simple,2,14,simple,Grammar,2,1,46
style,style simple,lifestyle simple,2,14,simple,Substances and MaterialsGenerally,2,1,46
style,style simple,lifestyle simple,2,14,simple,"General, Usual, Unusual, etc",4,2,46
style,style new,lifestyle new,1,14,new,"Old, New, and Young",1,1,46
style,style new,lifestyle new,1,14,new,Periods of Time and their Measurement,1,1,46
style,style normal,lifestyle normal,2,14,normal,Knowing and Learning,2,1,46
style,style normal,lifestyle normal,2,14,normal,Mathematics,2,1,46
style,style normal,lifestyle normal,2,14,normal,"General, Usual, Unusual, etc",4,2,46
style,style own,way own,3,12,own,"Belonging and Owning, Getting and Giving",3,1,46
style,style easy,way easy,1,12,easy,Bodily States and Associated Activities,1,1,46
style,style easy,way easy,1,12,easy,"General, Usual, Unusual, etc",1,1,46
style,style new,way new,2,12,new,"Old, New, and Young",2,1,46
style,style new,way new,2,12,new,Periods of Time and their Measurement,2,1,46
style,style fashionable,way fashionable,1,12,fashionable,misc-ap-0,2,2,46
style,style japanese,way japanese,1,12,japanese,misc-ap-0,2,2,46
style,style convenient,way convenient,1,12,convenient,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",1,1,46
style,style new,style new,1,1,new,"Old, New, and Young",1,1,46
style,style new,style new,1,1,new,Periods of Time and their Measurement,1,1,46
style,style traditional,system traditional,1,1,traditional,misc-ap-0,1,1,46
style,style similar,tradition similar,1,1,similar,"Resemblance, Difference, and Change",1,1,46
style,style pedagogical,approach pedagogical,1,1,pedagogical,misc-ap-0,1,1,46
style,style preferred,pattern preferred,1,1,preferred,misc-ap-0,1,1,46
wire,wire thing,weird thing,2,23,thing,Objects Generally,2,1,27
wire,wire kind,weird kind,1,23,kind,Kindness and Unkindness,1,1,27
wire,wire kind,weird kind,1,23,kind,"Being, Becoming, and Happening",1,1,27
wire,wire artwork,weird artwork,1,23,artwork,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,2,27
wire,wire smile,weird smile,1,23,smile,Action of the Face related to Feelings,1,1,27
wire,wire sensation,weird sensation,1,23,sensation,Feeling and Behavior Generally,2,2,27
wire,wire phrase,weird phrase,1,23,phrase,"Communicating, mainly by Speaking and Talking",2,2,27
wire,wire phrase,weird phrase,1,23,phrase,Language,2,2,27
wire,wire behavior,weird behavior,1,23,behavior,Feeling and Behavior Generally,2,2,27
wire,wire behavior,weird behavior,1,23,behavior,Doing Things,1,1,27
wire,wire question,weird question,1,23,question,"Communicating, mainly by Speaking and Talking",2,2,27
wire,wire question,weird question,1,23,question,Language,2,2,27
wire,wire life,weird life,1,23,life,Life and Living Things,1,1,27
wire,wire life,weird life,1,23,life,Bodily States and Associated Activities,1,1,27
wire,wire life,weird life,1,23,life,Prison and Punishment,1,1,27
wire,wire story,weird story,1,23,story,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,2,27
wire,wire story,weird story,1,23,story,Parts of Houses,1,1,27
wire,wire weather,windy weather,1,1,weather,Weather and Temperature,1,1,27
wire,wire act,weirdly act,1,1,act,Law and Order Generally,1,1,27
wire,wire act,weirdly act,1,1,act,Feeling and Behavior Generally,1,1,27
wire,wire act,weirdly act,1,1,act,"Drama, the Theatre, and Show Business",1,1,27
wire,wire act,weirdly act,1,1,act,Doing Things,1,1,27
ager,ager young,people young,1,1,young,"Old, New, and Young",1,1,2
ager,ager young,people young,1,1,young,Life and Living Things,1,1,2
class mate,class mate many,classmate many,2,21,many,"Size, Importance, and Availability",2,1,21
class mate,class mate new,classmate new,1,21,new,"Old, New, and Young",1,1,21
class mate,class mate new,classmate new,1,21,new,Periods of Time and their Measurement,1,1,21
class mate,class mate other,classmate other,1,21,other,"Resemblance, Difference, and Change",1,1,21
diarist,diarist famous,journalist famous,1,1,famous,"Thinking, Judging and Remembering-",1,1,1
decade 's,decade 's next,decade next,1,1,next,misc-ap-0,1,1,1
day vacation,day vacation few,days'vacation few,1,24,few,"Size, Importance, and Availability",3,2,24
day vacation,day vacation additional,days'vacation additional,2,24,additional,"Size, Importance, and Availability",3,2,24
day vacation,day vacation consecutive,days'vacation consecutive,1,24,consecutive,misc-ap-0,1,1,24
present,present student,current student,1,10,student,misc-ap-0,2,2,62
present,present house,current house,1,10,house,Architecture and Kinds of Houses and Buildings,1,1,62
present,present house,current house,1,10,house,Residence,1,1,62
present,present appliance,current appliance,2,10,appliance,"Equipment, Machines, and Instruments",2,1,62
present,present curriculum,current curriculum,1,10,curriculum,misc-ap-0,2,2,62
present,present time,current time,5,10,time,Music and Related Activities,5,1,62
present,present time,current time,5,10,time,Time Generally,6,2,62
present,present school,current school,60,10,school,Living Creatures Generally,60,1,62
present,present school,current school,60,10,school,Knowing and Learning,60,1,62
present,present one,current one,18,10,one,General Grammatical Words,18,1,62
present,present one,current one,18,10,one,Numbers and Quantities,18,1,62
present,present moment,current moment,1,10,moment,Time Generally,6,2,62
present,present figure,famous figure,1,1,figure,Body Generally,1,1,62
present,present figure,famous figure,1,1,figure,People,1,1,62
present,present figure,famous figure,1,1,figure,Numbers and Quantities,1,1,62
present,present figure,famous figure,1,1,figure,Mathematics,1,1,62
present,present entry,previous entry,1,1,entry,Parts of Houses,1,1,62
present,present entry,previous entry,1,1,entry,"Moving, Coming, and going",1,1,62
present,present present,recent present,1,1,present,"Belonging and Owning, Getting and Giving",1,1,62
present,present present,recent present,1,1,present,Grammar,1,1,62
present,present present,recent present,1,1,present,Time Generally,1,1,62
present,present present,recent present,1,1,present,"Old, New, and Young",1,1,62
present,present present,recent present,1,1,present,Communication and Information,1,1,62
present,present money,gift money,2,6,money,Money,2,1,62
present,present society,contemporary society,1,1,society,misc-ap-0,1,1,62
present,present be,currently be,7,1,be,Life and Living Things,7,1,62
present,present be,currently be,7,1,be,"Being, Becoming, and Happening",7,1,62
present,present be,currently be,7,1,be,"Belonging and Owning, Getting and Giving",7,1,62
present,present be,currently be,7,1,be,Causing,7,1,62
present,present be,visibly be,7,1,be,Life and Living Things,7,1,62
present,present be,visibly be,7,1,be,"Being, Becoming, and Happening",7,1,62
present,present be,visibly be,7,1,be,"Belonging and Owning, Getting and Giving",7,1,62
present,present be,visibly be,7,1,be,Causing,7,1,62
present,present be,substantially be,7,1,be,Life and Living Things,7,1,62
present,present be,substantially be,7,1,be,"Being, Becoming, and Happening",7,1,62
present,present be,substantially be,7,1,be,"Belonging and Owning, Getting and Giving",7,1,62
present,present be,substantially be,7,1,be,Causing,7,1,62
present,present be,constantly be,7,1,be,Life and Living Things,7,1,62
present,present be,constantly be,7,1,be,"Being, Becoming, and Happening",7,1,62
present,present be,constantly be,7,1,be,"Belonging and Owning, Getting and Giving",7,1,62
present,present be,constantly be,7,1,be,Causing,7,1,62
do,do good,deed good,1,1,good,Good and Evil,1,1,14
do,do good,deed good,1,1,good,Knowing and Learning,1,1,14
do,do good,deed good,1,1,good,Weather and Temperature,1,1,14
do,do new,dog new,1,2,new,"Old, New, and Young",1,1,14
do,do new,dog new,1,2,new,Periods of Time and their Measurement,1,1,14
do,do good,thing good,1,1,good,Good and Evil,1,1,14
do,do good,thing good,1,1,good,Knowing and Learning,1,1,14
do,do good,thing good,1,1,good,Weather and Temperature,1,1,14
do,do be,always be,1,1,be,Life and Living Things,1,1,14
do,do be,always be,1,1,be,"Being, Becoming, and Happening",1,1,14
do,do be,always be,1,1,be,"Belonging and Owning, Getting and Giving",1,1,14
do,do be,always be,1,1,be,Causing,1,1,14
do,do doggy,door doggy,1,1,doggy,misc-ap-0,1,1,14
fiend,fiend native,friend native,1,73,native,Social Organization in Group and Places,2,2,73
fiend,fiend australian,friend australian,1,73,australian,misc-ap-0,3,3,73
fiend,fiend foreign,friend foreign,1,73,foreign,Social Organization in Group and Places,2,2,73
fiend,fiend many,friend many,3,73,many,"Size, Importance, and Availability",3,1,73
fiend,fiend new,friend new,2,73,new,"Old, New, and Young",2,1,73
fiend,fiend new,friend new,2,73,new,Periods of Time and their Measurement,2,1,73
fiend,fiend korean,friend korean,1,73,korean,misc-ap-0,3,3,73
fiend,fiend genuine,friend genuine,1,73,genuine,Making things,1,1,73
fiend,fiend genuine,friend genuine,1,73,genuine,"Honesty, Loyalty, Trickery, and Deceit",1,1,73
fiend,fiend american,friend american,1,73,american,misc-ap-0,3,3,73
fiend,fiend other,friend other,1,73,other,"Resemblance, Difference, and Change",1,1,73
mole,mole big,mall big,1,12,big,"Size, Importance, and Availability",1,1,18
mole,mole game,mobile game,1,1,game,misc-ap-0,1,1,18
mole,mole large,complex large,1,1,large,"Size, Importance, and Availability",1,1,18
enterprise,enterprise sized,business sized,2,39,sized,misc-ap-0,4,3,41
enterprise,enterprise japanese,business japanese,1,39,japanese,misc-ap-0,4,3,41
enterprise,enterprise big,business big,1,39,big,"Size, Importance, and Availability",7,4,41
enterprise,enterprise most,business most,1,39,most,"Size, Importance, and Availability",7,4,41
enterprise,enterprise more,business more,2,39,more,"Size, Importance, and Availability",7,4,41
enterprise,enterprise many,business many,3,39,many,"Size, Importance, and Availability",7,4,41
enterprise,enterprise relevant,business relevant,1,39,relevant,"Rightness, Fairness, Purpose, Use, & Strength",1,1,41
enterprise,enterprise lucrative,business lucrative,1,39,lucrative,misc-ap-0,4,3,41
enterprise,enterprise financial,institution financial,1,1,financial,misc-ap-0,1,1,41
now recently,now recently use,nowadays use,1,1,use,Making things,1,1,1
now recently,now recently use,nowadays use,1,1,use,"Rightness, Fairness, Purpose, Use, & Strength",1,1,1
snow,snow city,snowy city,1,2,city,Social Organization in Group and Places,1,1,12
snow,snow last,snow last,1,5,last,Time Generally,1,1,12
snow,snow last,snow last,1,5,last,Beginning and Ending,1,1,12
snow,snow heavy,snow heavy,1,5,heavy,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",1,1,12
tend,tend occur,increasingly occur,1,1,occur,"Being, Becoming, and Happening",1,1,4
child 's,child 's dirty,child dirty,1,5,dirty,misc-ap-0,1,1,15
daughter,daughter only,child only,2,2,only,Numbers and Quantities,2,1,41
daughter,daughter only,child only,2,2,only,"Size, Importance, and Availability",2,1,41
home room,home room new,home new,1,1,new,"Old, New, and Young",1,1,2
home room,home room new,home new,1,1,new,Periods of Time and their Measurement,1,1,2
foot,foot fat,food fat,1,4,fat,Body Generally,1,1,13
foot,foot fat,food fat,1,4,fat,Food,1,1,13
foot,foot fat,food fat,1,4,fat,Bodily States and Associated Activities,1,1,13
foot,foot happy,foot happy,1,2,happy,Happiness and Sadness,1,1,13
foot,foot instant,noodle instant,1,1,instant,Time Generally,1,1,13
foot,foot long,fang long,1,1,long,Feeling and Behavior Generally,1,1,13
foot,foot long,fang long,1,1,long,Measurement,1,1,13
foot,foot long,fang long,1,1,long,Time Generally,1,1,13
foot,foot long,fang long,1,1,long,Actions and Positions,1,1,13
ford,ford look,forward look,2,2,look,The Head and the Face,2,1,3
ford,ford look,forward look,2,2,look,"Being, Becoming, and Happening",2,1,3
national,national party,international party,1,3,party,Social Organization in Group and Places,1,1,9
national,national party,international party,1,3,party,Entertainment Generally,1,1,9
national,national student,international student,1,3,student,misc-ap-0,1,1,9
national,national origin,national origin,1,3,origin,Beginning and Ending,1,1,9
national,national holiday,national holiday,1,3,holiday,misc-ap-0,1,1,9
national,national japanese,people japanese,1,1,japanese,misc-ap-0,1,1,9
national,national economy,nationwide economy,1,1,economy,"Banking, Wealth, and Investment",1,1,9
fully,fully datum,complete datum,1,1,datum,misc-ap-0,1,1,15
fully,fully be,definitely be,2,1,be,Life and Living Things,2,1,15
fully,fully be,definitely be,2,1,be,"Being, Becoming, and Happening",2,1,15
fully,fully be,definitely be,2,1,be,"Belonging and Owning, Getting and Giving",2,1,15
fully,fully be,definitely be,2,1,be,Causing,2,1,15
fully,fully familiar,very familiar,1,3,familiar,"General, Usual, Unusual, etc",1,1,15
fully,fully different,very different,1,3,different,"Resemblance, Difference, and Change",1,1,15
fully,fully proud,very proud,1,3,proud,"Admiration, Pride, Contempt, and Abuse",1,1,15
fully,fully sweat,heavily sweat,1,1,sweat,Fluids and Waste Products of the Body,1,1,15
fully,fully hear,fluently hear,1,1,hear,Courts of Law and Legal Work,1,1,15
fully,fully consideration,careful consideration,1,1,consideration,Kindness and Unkindness,1,1,15
fully,fully consideration,careful consideration,1,1,consideration,"Thinking, Judging and Remembering-",1,1,15
fully,fully enjoy,really enjoy,3,5,enjoy,Feeling and Behavior Generally,3,1,15
fully,fully be,really be,1,5,be,Life and Living Things,1,1,15
fully,fully be,really be,1,5,be,"Being, Becoming, and Happening",1,1,15
fully,fully be,really be,1,5,be,"Belonging and Owning, Getting and Giving",1,1,15
fully,fully be,really be,1,5,be,Causing,1,1,15
fully,fully busy,really busy,1,5,busy,Industry and Work,1,1,15
fully,fully busy,really busy,1,5,busy,"Moving, Coming, and going",1,1,15
fully,fully enjoy,thoroughly enjoy,1,1,enjoy,Feeling and Behavior Generally,1,1,15
fully,fully supplant,entirely supplant,2,1,supplant,misc-ap-0,2,1,15
diver,diver book,different book,1,2,book,"The Police, Security Services, Crime, and Criminals",1,1,4
diver,diver book,different book,1,2,book,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",1,1,4
diver,diver book,different book,1,2,book,Travel and Visiting,1,1,4
diver,diver japanese,driver japanese,1,2,japanese,misc-ap-0,1,1,4
sight spot,sight spot famous,sight famous,2,4,famous,"Thinking, Judging and Remembering-",2,1,4
heeeeeeere,heeeeeeere go,here go,1,1,go,misc-ap-0,1,1,1
fo,fo sudden,of sudden,1,3,sudden,Time Generally,1,1,5
fo,fo young,of young,1,3,young,"Old, New, and Young",1,1,5
fo,fo young,of young,1,3,young,Life and Living Things,1,1,5
fo,fo thought,of thought,1,3,thought,"Thinking, Judging and Remembering-",1,1,5
fo,fo hard,very hard,1,1,hard,"General, Usual, Unusual, etc",1,1,5
fo,fo hard,very hard,1,1,hard,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",1,1,5
