error,pos,correction,error phrase,correct phrase,num of this error-correction phrase occur,num of this error-correction pair occur,collocation,category of collocation,total num of error time this error-correction pairs fall into this collocation category,unique num of error-correction pairs fall into this collocation category,total num of error occur,error_collocation,correction_collocation
noise,NOUN,sound,noise other,sound other,1,3,other,"Resemblance, Difference, and Change",1,1,8,0,0
considerable,ADJ,significant,considerable thing,significant thing,3,2,thing,Objects Generally,3,1,7,0,0
considerable,ADJ,significant,considerable question,significant question,1,2,question,"Communicating, mainly by Speaking and Talking",1,1,7,1,24
considerable,ADJ,significant,considerable benefit,significant benefit,1,2,benefit,Doing Things,2,1,7,13,49
considerable,ADJ,many,considerable book,many book,1,2,book,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",1,1,7,0,2
considerable,ADJ,many,considerable work,many work,1,2,work,Industry and Work,1,1,7,14,82
considerable,ADJ,substantial,considerable benefit,substantial benefit,2,2,benefit,Doing Things,2,1,7,13,45
considerable,ADJ,substantial,considerable benefit,substantial benefit,1,2,benefit,Doing Things,2,1,7,13,45
indispensable,ADJ,integral,indispensable part,integral part,2,4,part,"Cutting, Joining, Breaking, and Destroying",2,1,8,2,237
indispensable,ADJ,integral,indispensable part,integral part,1,4,part,"Cutting, Joining, Breaking, and Destroying",2,1,8,2,237
indispensable,ADJ,integral,indispensable type,integral type,1,4,type,"Being, Becoming, and Happening",1,1,8,0,0
indispensable,ADJ,integral,indispensable component,integral component,1,4,component,Substances and MaterialsGenerally,1,1,8,0,2
indispensable,ADJ,essential,indispensable part,essential part,1,3,part,"Cutting, Joining, Breaking, and Destroying",2,1,8,2,62
indispensable,ADJ,vital,indispensable part,vital part,1,1,part,"Cutting, Joining, Breaking, and Destroying",2,1,8,2,69
indispensable,ADJ,vital,indispensable activity,vital activity,1,1,activity,Entertainment Generally,1,1,8,0,4
piss,VERB,get,piss way,get way,1,4,way,Arts and Crafts,1,1,8,0,317
piss,VERB,get,piss store,get store,1,4,store,Shopping and General Expenses,1,1,8,0,14
piss,VERB,make,piss way,make way,1,3,way,Arts and Crafts,1,1,8,0,3
piss,VERB,drink,piss beer,drink beer,1,1,beer,Drinks,1,1,8,0,2
select,ADJ,choose,select life,choose life,1,5,life,Prison and Punishment,1,1,8,0,22
select,ADJ,choice,select good,choice good,1,3,good,Good and Evil,1,1,8,0,0
pursue,VERB,pursuit,pursue consistent,pursuit consistent,1,3,consistent,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",1,1,8,0,0
pursue,VERB,earn,pursue profit,earn profit,1,1,profit,Commerce,1,1,8,0,244
pursue,VERB,persuade,pursue other,persuade other,1,1,other,"Resemblance, Difference, and Change",1,1,8,0,0
pursue,VERB,take,pursue responsibility,take responsibility,1,1,responsibility,Courts of Law and Legal Work,1,1,8,2,10
pursue,VERB,understand,pursue motivation,understand motivation,1,1,motivation,"Thinking, Judging and Remembering-",1,1,8,0,11
basis,NOUN,rely,basis religion,rely religion,2,2,religion,Religion and Beliefs,2,1,7,0,0
basis,NOUN,rely,basis science,rely science,2,2,science,Science and Technology,2,1,7,0,0
basis,NOUN,rely,basis statement,rely statement,1,2,statement,"Communicating, mainly by Speaking and Talking",1,1,7,0,0
basis,NOUN,depend,basis grade,depend grade,1,1,grade,"Resemblance, Difference, and Change",1,1,7,0,0
basis,NOUN,fundamental,basis work,fundamental work,4,1,work,Doing Things,4,1,7,0,1
metal,NOUN,mental,metal disease,mental disease,1,4,disease,"Bodily Conditions Relating to Health, Sickness, and Disability",1,1,8,0,13
metal,NOUN,mental,metal room,mental room,1,4,room,Parts of Houses,1,1,8,0,0
metal,NOUN,mental,metal stimulation,mental stimulation,1,4,stimulation,"Relaxation, Excitement, Interest, and Surprise",1,1,8,0,3
metal,NOUN,medal,metal only,medal only,1,3,only,Numbers and Quantities,1,1,8,0,0
metal,NOUN,metaphysical,metal happiness,metaphysical happiness,1,1,happiness,Happiness and Sadness,1,1,8,0,0
motion,NOUN,emotion,motion strange,emotion strange,1,3,strange,"General, Usual, Unusual, etc",1,1,8,0,0
detect,VERB,notice,detect food,notice food,1,2,food,Food Generally,1,1,7,0,0
detect,VERB,notice,detect effort,notice effort,1,2,effort,Industry and Work,1,1,7,0,0
detect,VERB,determine,detect effort,determine effort,1,1,effort,Industry and Work,1,1,7,0,33
detect,VERB,determine,detect reason,determine reason,1,1,reason,"Thinking, Judging and Remembering-",1,1,7,0,11
detect,VERB,discover,detect affair,discover affair,2,2,affair,"Being, Becoming, and Happening",2,1,7,0,0
detect,VERB,understand,detect culture,understand culture,2,1,culture,Social Organization in Group and Places,2,1,7,0,21
detect,VERB,understand,detect reason,understand reason,1,1,reason,"Thinking, Judging and Remembering-",1,1,7,0,32
detect,VERB,contain,detect bacteria,contain bacteria,1,1,bacteria,Living Creatures Generally,1,1,7,1,6
joyful,ADJ,enjoyable,joyful sport,enjoyable sport,1,5,sport,Entertainment Generally,1,1,7,0,1
joyful,ADJ,enjoyable,joyful thing,enjoyable thing,1,5,thing,Objects Generally,1,1,7,2,3
joyful,ADJ,delightful,joyful life,delightful life,8,2,life,Life and Living Things,8,1,7,0,2
pick up,VERB,grasp,pick up meaning,grasp meaning,1,1,meaning,Communication and Information,1,1,7,0,6
pick up,VERB,grasp,pick up guy,grasp guy,1,1,guy,People,1,1,7,0,0
pick up,VERB,take,pick up tool,take tool,1,2,tool,"Equipment, Machines, and Instruments",1,1,7,0,1
pick up,VERB,choose,pick up restaurant,choose restaurant,1,1,restaurant,Places and People Associated with Food and Drink,1,1,7,0,0
pick up,VERB,make,pick up mistake,make mistake,1,1,mistake,"Rightness, Fairness, Purpose, Use, & Strength",1,1,7,0,1
pick up,VERB,suppress,pick up desire,suppress desire,1,1,desire,Feeling and Behavior Generally,1,1,7,0,2
blank,NOUN,empty,blank area,empty area,1,3,area,Measurement,1,1,8,1,2
blank,NOUN,empty,blank fridge,empty fridge,1,3,fridge,Parts of Houses,1,1,8,0,1
blank,NOUN,empty,blank space,empty space,1,3,space,Places,1,1,8,1,37
blank,NOUN,break,blank short,break short,1,3,short,"Banking, Wealth, and Investment",1,1,8,0,0
blank,NOUN,black,blank pant,black pant,1,1,pant,"Bodily Conditions Relating to Health, Sickness, and Disability",1,1,8,0,56
blank,NOUN,vacant,blank space,vacant space,1,1,space,Places,1,1,8,1,14
verife,VERB,check,verife condition,check condition,1,1,condition,"Bodily Conditions Relating to Health, Sickness, and Disability",1,1,1,0,1
environment,NOUN,habitat,environment natural,habitat natural,6,1,natural,Science and Technology,6,1,1,0,0
accuse,VERB,claim,accuse antagonist,claim antagonist,3,4,antagonist,Friendship and Enmity,3,1,8,0,0
accuse,VERB,excuse,accuse mistake,excuse mistake,1,2,mistake,"Rightness, Fairness, Purpose, Use, & Strength",1,1,8,0,1
accuse,VERB,describe,accuse construction,describe construction,1,1,construction,Making things,1,1,8,0,0
accuse,VERB,sue,accuse supermarket,sue supermarket,2,1,supermarket,Shopping and General Expenses,2,1,8,0,0
band,NOUN,brand,band famous,brand famous,1,4,famous,"Thinking, Judging and Remembering-",1,1,8,0,0
normally,ADV,typically,normally in,typically in,2,4,in,Measurement,2,1,8,0,0
normally,ADV,typically,normally hunt,typically hunt,2,4,hunt,"Showing, Hiding, Finding, Saving, and Similar Words",2,1,8,0,0
normally,ADV,really,normally fun,really fun,1,1,fun,Entertainment Generally,1,1,8,0,18
normally,ADV,soundly,normally sleep,soundly sleep,1,1,sleep,Bodily States and Associated Activities,1,1,8,2,10
normally,ADV,usually,normally call,usually call,1,1,call,"Communicating, mainly by Speaking and Talking",1,1,8,0,2
oity,NOUN,favourite,oity habit,favourite habit,1,1,habit,Actions and Positions,1,1,1,0,0
currently,ADV,recently,currently buy,recently buy,1,4,buy,Commerce,1,1,8,0,26
currently,ADV,recently,currently take,recently take,1,4,take,Commerce,1,1,8,9,51
currently,ADV,recently,currently change,recently change,1,4,change,"Moving, Coming, and going",1,1,8,0,0
currently,ADV,recently,currently air,recently air,1,4,air,Weather and Temperature,1,1,8,0,0
currently,ADV,soon,currently take,soon take,1,1,take,Commerce,1,1,8,9,54
currently,ADV,soon,currently change,soon change,1,1,change,"Moving, Coming, and going",1,1,8,0,45
currently,ADV,presently,currently be,presently be,13,1,be,Causing,13,1,8,0,0
wealthy,ADJ,rich,wealthy life,rich life,1,4,life,Prison and Punishment,1,1,8,0,13
crazily,ADV,heavily,crazily sob,heavily sob,2,2,sob,Action of the Face related to Feelings,2,1,7,0,0
crazily,ADV,frenetically,crazily study,frenetically study,1,1,study,Knowing and Learning,1,1,7,0,0
crazily,ADV,incredibly,crazily sad,incredibly sad,1,1,sad,Happiness and Sadness,1,1,7,0,0
crazily,ADV,maniacally,crazily cry,maniacally cry,1,1,cry,Action of the Face related to Feelings,1,1,7,0,0
softy,ADJ,soft,softy batter,soft batter,2,5,batter,Food,2,1,8,0,0
softy,ADJ,soft,softy seat,soft seat,1,5,seat,Vehicles and Transport on Land,1,1,8,0,0
softy,ADJ,softely,softy pull,softely pull,1,2,pull,"Bodily Conditions Relating to Health, Sickness, and Disability",1,1,8,0,0
softy,ADJ,softely,softy ask,softely ask,1,2,ask,"Communicating, mainly by Speaking and Talking",1,1,8,0,0
coice,NOUN,choose,coice life,choose life,1,1,life,Prison and Punishment,1,1,1,0,22
overe,VERB,overblown,overe weight,overblown weight,1,1,weight,"Equipment, Machines, and Instruments",1,1,1,0,0
stable,ADJ,safe,stable power,safe power,2,2,power,"Rightness, Fairness, Purpose, Use, & Strength",2,1,7,0,0
stable,ADJ,safe,stable place,safe place,1,2,place,"Putting and Taking, Pulling and Pushing",1,1,7,0,1
stable,ADJ,staple,stable food,staple food,1,2,food,Food Generally,1,1,7,0,17
stable,ADJ,static,stable image,static image,1,1,image,Arts and Crafts,1,1,7,0,2
stable,ADJ,steady,stable job,steady job,1,1,job,"Business, Work, and Employment",1,1,7,10,45
endure,VERB,bear,endure people,bear people,1,2,people,People,1,1,8,0,0
endure,VERB,bear,endure idea,bear idea,1,2,idea,"Thinking, Judging and Remembering-",1,1,8,0,30
endure,VERB,refuse,endure people,refuse people,3,2,people,Social Organization in Group and Places,3,1,8,0,1
endure,VERB,ensure,endure validity,ensure validity,1,1,validity,"Rightness, Fairness, Purpose, Use, & Strength",1,1,8,0,2
endure,VERB,tolerate,endure situation,tolerate situation,1,1,situation,"Being, Becoming, and Happening",1,1,8,0,5
exact,VERB,right,exact word,right word,1,2,word,"Communicating, mainly by Speaking and Talking",1,1,7,21,49
exact,VERB,full,exact price,full price,1,1,price,Commerce,1,1,7,19,112
exact,VERB,specific,exact equipment,specific equipment,1,1,equipment,"Equipment, Machines, and Instruments",1,1,7,0,2
attach,VERB,have,attach dog,have dog,1,2,dog,Animals/ Mammals,2,1,8,0,102
attach,VERB,have,attach knee,have knee,1,2,knee,Body Overall,1,1,8,0,33
attach,VERB,have,attach lot,have lot,1,2,lot,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",1,1,8,0,2199
attach,VERB,have,attach toy,have toy,1,2,toy,Indoor Games,1,1,8,1,40
attach,VERB,have,attach school,have school,1,2,school,Knowing and Learning,1,1,8,0,91
attach,VERB,make,attach lot,make lot,1,1,lot,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",1,1,8,0,565
attach,VERB,make,attach school,make school,1,1,school,Knowing and Learning,1,1,8,0,48
attach,VERB,wear,attach mask,wear mask,1,2,mask,"Honesty, Loyalty, Trickery, and Deceit",1,1,8,0,156
attach,VERB,attend,attach school,attend school,1,1,school,Knowing and Learning,1,1,8,0,456
attach,VERB,love,attach dog,love dog,2,1,dog,Animals/ Mammals,2,1,8,0,1
attach,VERB,touch,attach knee,touch knee,1,1,knee,Body Overall,1,1,8,0,1
hose,VERB,house,hose old,house old,1,6,old,Periods of Time and their Measurement,1,1,8,0,0
hose,VERB,horse,hose strong,horse strong,1,2,strong,Bodily States and Associated Activities,1,1,8,0,0
brow,NOUN,browse,brow web,browse web,2,6,web,"Courting, Sex, and Marriage",2,1,8,0,0
brow,NOUN,browse,brow site,browse site,2,6,site,Places,2,1,8,0,0
brow,NOUN,blow,brow horn,blow horn,1,2,horn,Vehicles and Transport on Land,1,1,8,0,30
personage,NOUN,character,personage most,character most,1,5,most,"Size, Importance, and Availability",1,1,8,0,0
personage,NOUN,character,personage historical,character historical,1,5,historical,Time Generally,1,1,8,0,0
personage,NOUN,figure,personage popular,figure popular,1,1,popular,Social Organization in Group and Places,1,1,8,0,0
personage,NOUN,figure,personage historical,figure historical,1,1,historical,Time Generally,1,1,8,0,0
personage,NOUN,protagonist,personage main,protagonist main,1,2,main,Parts of Houses,1,1,8,0,0
trace,NOUN,track,trace deep,track deep,1,6,deep,Actions and Positions,1,1,8,0,0
trace,NOUN,track,trace bumpy,track bumpy,1,6,bumpy,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",1,1,8,0,0
trace,NOUN,track,trace steep,track steep,1,6,steep,Geography,1,1,8,0,0
trace,NOUN,track,trace man,track man,1,6,man,Shipping,1,1,8,6,11
trace,NOUN,follow,trace dog,follow dog,1,2,dog,Animals/ Mammals,1,1,8,0,0
trace,NOUN,follow,trace path,follow path,1,2,path,Parts of Houses,1,1,8,14,171
summary,VERB,summarise,summary story,summarise story,1,5,story,Parts of Houses,1,1,7,0,0
summary,VERB,summarise,summary experiment,summarise experiment,1,5,experiment,Science and Technology,1,1,7,0,0
summary,VERB,summarize,summary conversation,summarize conversation,1,2,conversation,"Communicating, mainly by Speaking and Talking",1,1,7,0,1
summary,VERB,summarize,summary project,summarize project,1,2,project,"Recording Sound, Listening to the Radio, etc",1,1,7,0,0
truth,NOUN,truthful,truth information,truthful information,2,5,information,Communication and Information,2,1,7,0,17
truth,NOUN,truthful,truth thing,truthful thing,1,5,thing,Objects Generally,1,1,7,0,0
truth,NOUN,accurate,truth description,accurate description,1,2,description,"Communicating, mainly by Speaking and Talking",1,1,7,0,14
truth,NOUN,accurate,truth information,accurate information,1,2,information,Communication and Information,1,1,7,0,89
waste,VERB,squander,waste time,squander time,2,5,time,Music and Related Activities,2,1,7,1,4
waste,VERB,have,waste time,have time,1,2,time,Time Generally,1,1,7,1,2555
speak out,VERB,say,speak out love,say love,3,4,love,Linking and Not Linking,3,1,7,0,0
speak out,VERB,say,speak out word,say word,1,4,word,"Communicating, mainly by Speaking and Talking",1,1,7,0,0
speak out,VERB,say,speak out foreigner,say foreigner,1,4,foreigner,Social Organization in Group and Places,1,1,7,0,0
speak out,VERB,read,speak out article,read article,1,1,article,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",1,1,7,0,178
speak out,VERB,read,speak out word,read word,1,1,word,"Communicating, mainly by Speaking and Talking",1,1,7,0,36
speak out,VERB,read,speak out thing,read thing,1,1,thing,Objects Generally,1,1,7,0,42
speak out,VERB,tell,speak out thing,tell thing,1,2,thing,Objects Generally,1,1,7,0,93
cry,VERB,scream,cry cicada,scream cicada,1,4,cicada,Insects and Similar Creatures,1,1,7,0,0
cry,VERB,scream,cry guy,scream guy,1,4,guy,People,1,1,7,0,1
cry,VERB,scream,cry mind,scream mind,1,4,mind,"Thinking, Judging and Remembering-",1,1,7,0,0
cry,VERB,call,cry name,call name,1,2,name,Social Classification and Situation,1,1,7,0,62
cry,VERB,carry,cry oil,carry oil,1,1,oil,Food,1,1,7,0,39
cry,VERB,carry,cry name,carry name,1,1,name,Social Classification and Situation,1,1,7,0,79
pic,NOUN,pick,pic example,pick example,1,4,example,"Being, Becoming, and Happening",1,1,7,0,3
pic,NOUN,pick,pic girl,pick girl,1,4,girl,Social Classification and Situation,1,1,7,0,5
pic,NOUN,portrait,pic original,portrait original,1,2,original,Beginning and Ending,1,1,7,0,0
pic,NOUN,piece,pic many,piece many,2,1,many,"Size, Importance, and Availability",2,1,7,0,2
rapid,ADJ,great,rapid pain,great pain,1,1,pain,"Bodily Conditions Relating to Health, Sickness, and Disability",1,1,7,0,84
rapid,ADJ,great,rapid variation,great variation,1,1,variation,Making things,1,1,7,0,0
rapid,ADJ,great,rapid speed,great speed,1,1,speed,"Moving, Coming, and going",1,1,7,0,41
rapid,ADJ,fast,rapid train,fast train,1,2,train,Knowing and Learning,1,1,7,0,11
rapid,ADJ,quick,rapid meal,quick meal,1,1,meal,Food,1,1,7,0,8
rapid,ADJ,remarkable,rapid speed,remarkable speed,1,1,speed,"Moving, Coming, and going",1,1,7,0,2
rapid,ADJ,severe,rapid pain,severe pain,1,1,pain,"Bodily Conditions Relating to Health, Sickness, and Disability",1,1,7,0,54
dace,NOUN,face,dace penalty,face penalty,1,2,penalty,Prison and Punishment,1,1,7,0,4
inquire,VERB,ask,inquire clerk,ask clerk,1,6,clerk,"Banking, Wealth, and Investment",1,1,7,0,22
inquire,VERB,ask,inquire friend,ask friend,1,6,friend,Friendship and Enmity,1,1,7,0,55
inquire,VERB,ask,inquire question,ask question,1,6,question,Language,1,1,7,0,1278
inquire,VERB,have,inquire problem,have problem,1,1,problem,"Bodily Conditions Relating to Health, Sickness, and Disability",1,1,7,0,4282
inquire,VERB,have,inquire friend,have friend,1,1,friend,Friendship and Enmity,1,1,7,0,438
inquire,VERB,have,inquire question,have question,1,1,question,Language,1,1,7,0,372
gette,VERB,get,gette information,get information,1,6,information,Communication and Information,1,1,7,0,584
gette,VERB,get,gette gift,get gift,1,6,gift,Knowing and Learning,1,1,7,0,29
gette,VERB,have,gette gift,have gift,1,1,gift,Knowing and Learning,1,1,7,0,74
withstand,VERB,stand,withstand leg,stand leg,1,6,leg,Parts of Animals,1,1,7,0,0
withstand,VERB,stand,withstand material,stand material,1,6,material,Specific Substance and Materials,1,1,7,0,0
withstand,VERB,stand,withstand chill,stand chill,1,6,chill,Weather and Temperature,1,1,7,0,0
withstand,VERB,contain,withstand tear,contain tear,1,1,tear,Fluids and Waste Products of the Body,1,1,7,0,2
withstand,VERB,contain,withstand material,contain material,1,1,material,Specific Substance and Materials,1,1,7,0,73
officer 's,NOUN,officer,officer 's superior,officer superior,1,1,superior,Shopping and General Expenses,1,1,1,0,1
determind,NOUN,decide,determind family,decide family,1,6,family,Living Creatures Generally,1,1,7,0,0
determind,NOUN,understand,determind anger,understand anger,1,1,anger,"Anger, Violence, Stress, Calm, Quietness",1,1,7,0,8
measurement,NOUN,parameter,measurement dynamic,parameter dynamic,1,1,dynamic,Doing Things,1,1,1,0,0
measurement,NOUN,parameter,measurement important,parameter important,1,1,important,"Possibility, Chance, and Necessity",1,1,1,0,0
rocker,NOUN,locker,rocker free,locker free,1,7,free,Shopping and General Expenses,1,1,7,0,0
remedy,NOUN,cure,remedy inflammation,cure inflammation,1,6,inflammation,"Bodily Conditions Relating to Health, Sickness, and Disability",1,1,7,0,0
remedy,NOUN,amend,remedy entry,amend entry,1,1,entry,"Moving, Coming, and going",1,1,7,0,0
vase,NOUN,base,vase broad,base broad,1,1,broad,People,1,1,1,0,3
recollection,NOUN,memory,recollection happy,memory happy,2,7,happy,Happiness and Sadness,2,1,7,0,0
recollection,NOUN,memory,recollection good,memory good,1,7,good,Knowing and Learning,1,1,7,0,0
recollection,NOUN,memory,recollection vivid,memory vivid,1,7,vivid,Light and Color,1,1,7,0,0
recollection,NOUN,memory,recollection lovely,memory lovely,1,7,lovely,Linking and Not Linking,1,1,7,0,0
recollection,NOUN,memory,recollection many,memory many,1,7,many,"Size, Importance, and Availability",1,1,7,0,0
mater,NOUN,master,mater bad,master bad,1,6,bad,"Bodily Conditions Relating to Health, Sickness, and Disability",1,1,7,0,0
mater,NOUN,matrix,mater fare,matrix fare,1,1,fare,Doing Things,1,1,7,0,0
sen,NOUN,sense,sen free,sense free,1,6,free,Social Classification and Situation,1,1,7,0,0
sweat,VERB,sweet,sweat behaviour,sweet behaviour,1,7,behaviour,Doing Things,1,1,7,0,0
sweat,VERB,sweet,sweat drink,sweet drink,1,7,drink,Food Generally,1,1,7,0,1
psychical,ADJ,psychological,psychical problem,psychological problem,1,6,problem,Mathematics,1,1,7,0,71
psychical,ADJ,psychological,psychical crime,psychological crime,1,6,crime,"The Police, Security Services, Crime, and Criminals",1,1,7,0,0
psychical,ADJ,physical,psychical education,physical education,1,1,education,Knowing and Learning,1,1,7,0,0
psychical,ADJ,physical,psychical problem,physical problem,1,1,problem,Mathematics,1,1,7,0,52
diversity,NOUN,variety,diversity great,variety great,1,6,great,"Size, Importance, and Availability",1,1,7,0,0
diversity,NOUN,similarity,diversity many,similarity many,1,1,many,"Size, Importance, and Availability",1,1,7,0,1
preset,NOUN,present,preset perfect,present perfect,1,6,perfect,Beginning and Ending,1,1,7,0,0
preset,NOUN,present,preset expensive,present expensive,1,6,expensive,Shopping and General Expenses,1,1,7,0,0
preset,NOUN,set,preset temperature,set temperature,1,1,temperature,Weather and Temperature,1,1,7,1,9
purchase,NOUN,buy,purchase shirt,buy shirt,1,7,shirt,Clothes and Personal Belongings,1,1,8,3,21
purchase,NOUN,thing,purchase many,thing many,1,1,many,"Size, Importance, and Availability",1,1,8,1,10
hurry,VERB,quickly,hurry come,quickly come,2,6,come,"Moving, Coming, and going",2,1,7,0,63
hurry,VERB,quickly,hurry come,quickly come,1,6,come,"Moving, Coming, and going",2,1,7,0,63
hurry,VERB,pass,hurry day,pass day,1,1,day,Periods of Time and their Measurement,1,1,7,0,3
itchy,ADJ,itch,itchy eye,itch eye,1,6,eye,Parts of Animals,1,1,7,0,1
itchy,ADJ,sneezy,itchy nose,sneezy nose,1,1,nose,Aircraft,1,1,7,0,0
raiser,NOUN,aisle,raiser lazy,aisle lazy,1,1,lazy,Bodily States and Associated Activities,1,1,1,0,0
slit,NOUN,cut,slit sheet,cut sheet,2,1,sheet,Furniture and Household Fittings,2,1,1,0,1
thinking,NOUN,thought,thinking many,thought many,2,7,many,"Size, Importance, and Availability",2,1,7,0,4
thinking,NOUN,thought,thinking own,thought own,1,7,own,"Belonging and Owning, Getting and Giving",1,1,7,0,0
thinking,NOUN,thought,thinking random,thought random,1,7,random,"Possibility, Chance, and Necessity",1,1,7,0,0
imply,VERB,mean,imply restriction,mean restriction,1,7,restriction,"General, Usual, Unusual, etc",1,1,7,0,0
imply,VERB,mean,imply word,mean word,1,7,word,Language,1,1,7,0,1
hurtful,ADJ,harmful,hurtful kind,harmful kind,1,7,kind,"Being, Becoming, and Happening",1,1,7,0,0
hurtful,ADJ,harmful,hurtful joke,harmful joke,1,7,joke,"Drama, the Theatre, and Show Business",1,1,7,0,0
hurtful,ADJ,harmful,hurtful mistrust,harmful mistrust,1,7,mistrust,"Honesty, Loyalty, Trickery, and Deceit",1,1,7,0,0
sprig,NOUN,spring,sprig hot,spring hot,3,7,hot,The Preparation and Quality of Food,3,1,7,0,0
sprig,NOUN,spring,sprig wonderful,spring wonderful,1,7,wonderful,Good and Evil,1,1,7,0,0
usefully,ADV,wisely,usefully use,wisely use,7,7,use,"Rightness, Fairness, Purpose, Use, & Strength",7,1,7,0,29
contry people,NOUN,countries'people,contry people other,countries'people other,6,7,other,"Resemblance, Difference, and Change",6,1,7,0,0
contry people,NOUN,countries'people,contry people foreign,countries'people foreign,2,7,foreign,Social Organization in Group and Places,2,1,7,0,0
w now,NOUN,now,w now be,now be,2,1,be,Causing,2,1,1,0,0
childrens,VERB,child,childrens easy,child easy,1,7,easy,"General, Usual, Unusual, etc",1,1,7,0,0
wnat,NOUN,want,wnat brother,want brother,1,7,brother,People,1,1,7,0,2
wnat,NOUN,want,wnat smuggler,want smuggler,1,7,smuggler,"The Police, Security Services, Crime, and Criminals",1,1,7,0,0
separation,NOUN,break,separation long,break long,7,7,long,Actions and Positions,7,1,7,0,1
king,NOUN,kind,king many,kind many,1,7,many,"Size, Importance, and Availability",1,1,7,0,2
super market,ADJ,supermarket,super market close,supermarket close,1,7,close,Friendship and Enmity,1,1,7,0,4
mascle,NOUN,muscle,mascle thick,muscle thick,1,7,thick,Measurement,1,1,7,0,0
more late,ADV,later,more late eat,later eat,4,7,eat,Food Generally,4,1,7,0,0
more late,ADV,later,more late sleep,later sleep,1,7,sleep,Bodily States and Associated Activities,1,1,7,0,0
more late,ADV,later,more late open,later open,1,7,open,"Honesty, Loyalty, Trickery, and Deceit",1,1,7,0,52
more late,ADV,later,more late come,later come,1,7,come,"Moving, Coming, and going",1,1,7,0,50
tress,NOUN,tree,tress memorial,tree memorial,1,7,memorial,Death and Burial,1,1,7,0,0
tress,NOUN,tree,tress young,tree young,1,7,young,Life and Living Things,1,1,7,0,0
tress,NOUN,tree,tress big,tree big,1,7,big,"Size, Importance, and Availability",1,1,7,0,0
tress,NOUN,tree,tress pine,tree pine,1,7,pine,Specific Substance and Materials,1,1,7,0,96
eventuially,ADV,finally,eventuially want,finally want,1,1,want,Feeling and Behavior Generally,1,1,1,0,0
rebuilt,VERB,rebuild,rebuilt moral,rebuild moral,1,7,moral,Good and Evil,1,1,7,0,0
rebuilt,VERB,rebuild,rebuilt life,rebuild life,1,7,life,Prison and Punishment,1,1,7,0,55
rebuilt,VERB,rebuild,rebuilt system,rebuild system,1,7,system,"Resemblance, Difference, and Change",1,1,7,0,19
rebuilt,VERB,rebuild,rebuilt country,rebuild country,1,7,country,Social Organization in Group and Places,1,1,7,0,57
explicitly,ADV,especially,explicitly sister,especially sister,1,1,sister,People,1,1,1,0,0
constituent,NOUN,consistent,constituent effort,consistent effort,1,1,effort,Industry and Work,1,1,1,0,9
skip,VERB,jump,skip rope,jump rope,5,6,rope,Objects Generally,5,1,7,4,6
skip,VERB,avoid,skip queue,avoid queue,1,1,queue,"Moving, Coming, and going",1,1,7,0,1
celeb,NOUN,celebrity,celeb overseas,celebrity overseas,1,7,overseas,Places,1,1,7,0,0
celeb,NOUN,celebrity,celeb other,celebrity other,1,7,other,"Resemblance, Difference, and Change",1,1,7,0,0
web sight,NOUN,website,web sight simple,website simple,1,7,simple,Grammar,1,1,7,0,0
wale,VERB,walk,wale thing,walk thing,1,7,thing,Objects Generally,1,1,7,0,2
wale,VERB,walk,wale boy,walk boy,1,7,boy,People,1,1,7,0,0
thoght,NOUN,think,thoght progress,think progress,1,7,progress,"Moving, Coming, and going",1,1,7,0,0
therm,VERB,term,therm many,term many,1,7,many,"Size, Importance, and Availability",1,1,7,0,0
clouded,ADJ,cloudy,clouded place,cloudy place,1,7,place,Places,1,1,7,0,0
thirsty,ADJ,thirst,thirsty terrible,thirst terrible,1,7,terrible,Good and Evil,1,1,7,0,0
emancipation,NOUN,emission,emancipation electric,emission electric,1,1,electric,Electricity and Electrical Equipment,1,1,1,0,0
pike,VERB,pick,pike medium,pick medium,1,5,medium,Arts and Crafts,1,1,7,0,0
pike,VERB,look,pike pronunciation,look pronunciation,1,1,pronunciation,Language,1,1,7,0,0
pike,VERB,time,pike good,time good,1,1,good,Weather and Temperature,1,1,7,0,0
press,VERB,publish,press newspaper,publish newspaper,1,1,newspaper,Communication and Information,1,1,8,2,205
press,VERB,publish,press photo,publish photo,1,1,photo,"Recording Sound, Listening to the Radio, etc",1,1,8,1,18
press,VERB,put,press happiness,put happiness,1,1,happiness,Happiness and Sadness,1,1,8,0,0
press,VERB,put,press lot,put lot,1,1,lot,Places,1,1,8,0,176
press,VERB,commit,press crime,commit crime,1,1,crime,"The Police, Security Services, Crime, and Criminals",1,1,8,0,764
press,VERB,express,press viewpoint,express viewpoint,1,1,viewpoint,"Thinking, Judging and Remembering-",1,1,8,0,12
press,VERB,people,press many,people many,1,1,many,"Size, Importance, and Availability",1,1,8,0,5
press,VERB,persuade,press parent,persuade parent,1,1,parent,People,1,1,8,0,5
press,VERB,process,press lot,process lot,1,1,lot,Places,1,1,8,0,0
grogram,VERB,program,grogram popular,program popular,1,1,popular,Linking and Not Linking,1,1,1,0,0
set up,VERB,establish,set up wall,establish wall,5,5,wall,Parts of Houses,5,1,7,0,0
